"titulo","resumen","enlace","fecha","imagen","autor"
"Lots to see in Firefox 93!","Firefox 93 comes with lots of lovely updates including AVIF image format support, filling of XFA-based forms in its PDF viewer and protection against insecure downloads by blocking downloads relying on insecure connections.","https://hacks.mozilla.org/2021/10/lots-to-see-in-firefox-93/","October 8, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"Implementing form filling and accessibility in the Firefox PDF viewer","Last year, during lockdown, many discovered the importance of PDF forms when having to deal remotely with administrations and large organizations like banks. Firefox supported displaying PDF forms, but it didn’t support filling them: users had to print them, fill them by hand, and scan them back to digital form. We decided it was time to reinvest in the PDF viewer (PDF.js) and support filling PDF forms within Firefox to make our users' lives easier.","https://hacks.mozilla.org/2021/10/implementing-form-filling-and-accessibility-in-the-firefox-pdf-viewer/","October 7, 2021","https://secure.gravatar.com/avatar/79f0e968c1f3c1077aaba34bb5ede0a1?s=72&d=mm&r=g","bdahl"
"Control your data for good with Rally","In a world where data and AI are reshaping society, people currently have no tangible way to put their data to work for the causes they believe in. To address this, we built the Rally platform, a first-of-its-kind tool that enables you to contribute your data to specific studies and exercise consent at a granular level. Mozilla Rally puts you in control of your data while building a better Internet and a better society. ","https://hacks.mozilla.org/2021/10/control-your-data-for-good-with-rally/","October 6, 2021","https://hacks.mozilla.org/wp-content/uploads/2017/04/dbrown@mozilla.com_avatar_1492021420-72x72.jpg","Dan Brown"
"Tab Unloading in Firefox 93","Starting with Firefox 93, Firefox will monitor available system memory and, should it ever become so critically low that a crash is imminent, Firefox will respond by unloading memory-heavy but not actively used tabs. This feature is currently enabled on Windows and will be deployed later for macOS and Linux as well.","https://hacks.mozilla.org/2021/10/tab-unloading-in-firefox-93/","October 5, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/10/biophoto-72x72.png","Haik Aftandilian"
"MDN Web Docs at Write the Docs Prague 2021","The MDN Web Docs team is pleased to sponsor Write the Docs Prague 2021, which is being held remotely this year. We’re excited to join hundreds of documentarians to learn more about collaborating with writers, developers, and readers to make better documentation. We plan to take part in all that the conference has to offer, including the Writing Day, Job Fair, and the virtual hallway track.","https://hacks.mozilla.org/2021/10/mdn-web-docs-at-write-the-docs-prague-2021/","October 1, 2021","https://secure.gravatar.com/avatar/d971a32809c0aff54dd5f6b8efdb4452?s=72&d=mm&r=g","Daniel Beck"
"Time for a review of Firefox 92","Release time comes around so quickly! This month we have quite a few CSS updates, along with the new Object.hasOwn() static method for JavaScript.","https://hacks.mozilla.org/2021/09/time-for-a-review-of-firefox-92/","September 8, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"Spring cleaning MDN: Part 2","Last month we removed a bunch of content from MDN. MDN is 16 years old (and yes it can drink in some countries), all that time ago it was a great place for all of Mozilla to document all of their things. As MDN evolved and the web reference became our core content, other areas became less relevant to the overall site. We have ~11k active pages on MDN, so keeping them up to date is a big task and we feel our focus should be there.","https://hacks.mozilla.org/2021/08/spring-cleaning-mdn-part-2/","August 18, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"Hopping on Firefox 91","August is already here, which means so is Firefox 91! For developers, Firefox 91 supports the Visual Viewport API and Intl.DateTimeFormat object additions.","https://hacks.mozilla.org/2021/08/hopping-on-firefox-91/","August 10, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"How MDN’s autocomplete search works","Last month, Gregor Weber and Peter Bengtsson added an autocomplete search to MDN Web Docs, that allows you to quickly jump straight to the document you're looking for by typing parts of the document title. This is the story about how that's implemented.","https://hacks.mozilla.org/2021/08/mdns-autocomplete-search/","August 3, 2021","https://secure.gravatar.com/avatar/37d081c393f95a14e2704af38ecc4c8d?s=72&d=mm&r=g","Peter Bengtsson"
"Spring Cleaning MDN: Part 1","As we’re all aware by now, we made some big platform changes at the end of 2020. Whilst the big move has happened, it’s given us a great opportunity to clear out the cupboards and closets.","https://hacks.mozilla.org/2021/07/spring-cleaning-mdn-part-1/","July 20, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"Getting lively with Firefox 90","As the summer rolls around for those of us in the northern hemisphere, temperatures are high and unwinding with a cool ice tea is high on the agenda. Isn't it lucky then that Background Update is here for Windows, which means Firefox can update even if it's not running. We can just sit back and relax! Also this release we see a few nice JavaScript additions, including private fields and methods for classes, and the at() method for Array, String and TypedArray global objects. This blog post just provides a set of highlights.","https://hacks.mozilla.org/2021/07/getting-lively-with-firefox-90/","July 13, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/07/rumyra-72x72.png","Ruth John"
"Implementing Private Fields for JavaScript","When implementing a language feature for JavaScript, an implementer must make decisions about how the language in the specification maps to the implementation. Private fields is an example of where the specification language and implementation reality diverge, at least in SpiderMonkey– the JavaScript engine which powers Firefox. To understand more, I’ll explain what private fields are, a couple of models for thinking about them, and explain why our implementation diverges from the specification language.","https://hacks.mozilla.org/2021/06/implementing-private-fields-for-javascript/","June 8, 2021","https://secure.gravatar.com/avatar/0c4c6c72545e010e29e8da0e3bb229ee?s=72&d=mm&r=g","Matthew Gaudet"
"Looking fine with Firefox 89","Firefox 89 has smartened up and brings with it a slimmed-down, slightly more minimalist interface. Along with this new look, we get some great styling features including a force-colours feature for media queries and better control over how fonts are displayed. The long-awaited top-level await keyword for JavaScript modules is now enabled, as well as the PerformanceEventTiming interface, which is another addition to the performance suite of APIs: 89 really has been working out!","https://hacks.mozilla.org/2021/06/looking-fine-with-firefox-89/","June 1, 2021","https://secure.gravatar.com/avatar/deeea0ba82390bd5acc539703c4b0cfb?s=72&d=mm&r=g","Chris Mills"
"Improving Firefox stability on Linux","Roughly a year ago at Mozilla we started an effort to improve Firefox stability on Linux. This effort quickly became an example of good synergies between FOSS projects.","https://hacks.mozilla.org/2021/05/improving-firefox-stability-on-linux/","May 19, 2021","https://secure.gravatar.com/avatar/03fda82227c39197ab49cd9cef4e3e89?s=72&d=mm&r=g","Gabriele Svelto"
"Introducing Firefox’s new Site Isolation Security Architecture","Like any web browser, Firefox loads code from untrusted and potentially hostile websites and runs it on your computer. To protect you against new types of attacks from malicious sites and to meet the security principles of Mozilla, we set out to redesign Firefox on desktop.","https://hacks.mozilla.org/2021/05/introducing-firefox-new-site-isolation-security-architecture/","May 18, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/05/T170JCUN6-U0166451U4A-03636494f106-512-72x72.jpg","Anny Gakhokidze"
"Pyodide Spin Out and 0.17 Release","We are happy to announce that Pyodide has become an independent and community-driven project. We are also pleased to announce the 0.17 release for Pyodide with many new features and improvements. Pyodide consists of the CPython 3.8 interpreter compiled to WebAssembly which allows Python to run in the browser.","https://hacks.mozilla.org/2021/04/pyodide-spin-out-and-0-17-release/","April 22, 2021","https://hacks.mozilla.org/wp-content/uploads/2021/04/630936-250x250.jpeg","Roman Yurchak"
"Never too late for Firefox 88","April is upon us, and we have a most timely release for you — Firefox 88. In this release you will find a bunch of nice CSS additions including :user-valid and :user-invalid support and image-set() support, support for regular expression match indices, removal of FTP protocol support for enhanced security, and more! This blog post […]","https://hacks.mozilla.org/2021/04/never-too-late-for-firefox-88/","April 19, 2021","https://secure.gravatar.com/avatar/deeea0ba82390bd5acc539703c4b0cfb?s=72&d=mm&r=g","Chris Mills"
